authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,abbrevTitle,articleType,copyright.holder,copyright.year,issn.print,journalAcronym,keywords,number,pages,publisherLocation.city,publisherLocation.country,volume,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,docSuiteTitle,group,references.normative,status.draft,status.unknown,status.withdrawn,status.latestVersion,status.stabilizedDate,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,status.withdrawnDate,isbn,status.errataExist,repo,relatedDocs,status.reaffirmDate,issn,status.errataUrl,status.supersedes,status.amends,releaseTag,status.state,status.stage,approvalDate,icsCodes,productNumber,standardId,familyId,status.withdrawnNotice,depositDate,docElement,status.supersededByr,xmlNamespace
"[""Ryan Moats""]",RFC2141,IETF RFC 2141,URN Syntax,Standard,10.17487/RFC2141,https://doi.org/10.17487/RFC2141,1997-05-01,IETF,https://www.rfc-editor.org/info/rfc2141,false,undefined,"Uniform Resource Names (URNs) are intended to serve as persistent, location-independent, resource identifiers. This document sets forward the canonical syntax for URNs. [STANDARDS-TRACK]","[""SSCID.15062238"",""RFC1630"",""RFC1737"",""SSCID.36305224"",""UNICODE.STD.2.0""]",undefined,undefined,undefined,null,null,undefined,undefined,"[""URN-SYNTAX"",""Uniform"",""Resource"",""Names""]",undefined,8,null,null,undefined,undefined,undefined,true,"[""RFC8141""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,Proposed Standard,undefined,undefined,undefined,2141,undefined,undefined,undefined,true,undefined,undefined,undefined,2070-1721,"[""https://www.rfc-editor.org/errata/rfc2141"",""https://www.rfc-editor.org/errata_search.php?rfc=2141"",""https://www.rfc-editor.org/rfc/inline-errata/rfc2141.html""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Ned Freed"",""Keith Moore""]",RFC2231,IETF RFC 2231,"MIME Parameter Value and Encoded Word Extensions: Character Sets, Languages, and Continuations",Standard,10.17487/RFC2231,https://doi.org/10.17487/RFC2231,1997-11-01,IETF,https://www.rfc-editor.org/info/rfc2231,true,undefined,This memo defines extensions to the RFC 2045 media type and RFC 2183 disposition parameter value mechanisms. This memo also defines an extension to the encoded words defined in RFC 2047 to allow the specification of the language to be used for display as well as the character set. [STANDARDS-TRACK],null,undefined,undefined,undefined,null,null,undefined,undefined,"[""MIME-EXT"",""Multipurpose Internet Mail Extensions"",""Multimedia"",""Email""]",undefined,10,null,null,undefined,undefined,undefined,false,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,true,undefined,Proposed Standard,undefined,undefined,undefined,2231,undefined,undefined,undefined,true,undefined,undefined,undefined,2070-1721,"[""https://www.rfc-editor.org/errata/rfc2231"",""https://www.rfc-editor.org/errata_search.php?rfc=2231"",""https://www.rfc-editor.org/rfc/inline-errata/rfc2231.html""]","[""RFC2184""]","[""RFC2045"",""RFC2047"",""RFC2183""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2234,IETF RFC 2234,Augmented BNF for Syntax Specifications: ABNF,Standard,undefined,https://www.rfc-editor.org/info/rfc2234,1997-11-01,IETF,https://datatracker.ietf.org/doc/html/rfc2234,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4234""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2246,IETF RFC 2246,The TLS Protocol Version 1.0,Standard,undefined,https://www.rfc-editor.org/info/rfc2246,1999-01-01,IETF,https://datatracker.ietf.org/doc/html/rfc2246,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4346""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2253,IETF RFC 2253,Lightweight Directory Access Protocol (v3): UTF-8 String Representation of Distinguished Names,Standard,undefined,https://www.rfc-editor.org/info/rfc2253,1997-12-01,IETF,https://datatracker.ietf.org/doc/html/rfc2253,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4510"",""RFC4514""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2302,IETF RFC 2302,Tag Image File Format (TIFF) - image/tiff MIME Sub-type Registration,Draft Standard,undefined,https://www.rfc-editor.org/info/rfc2302,1998-03-01,IETF,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC3302""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Tim Berners-Lee"",""Larry M Masinter"",""Roy T. Fielding""]",RFC2396,IETF RFC 2396,Uniform Resource Identifiers (URI): Generic Syntax,Standard,10.17487/RFC2396,https://doi.org/10.17487/RFC2396,1998-08-01,IETF,https://www.rfc-editor.org/info/rfc2396,false,undefined,"This document defines a grammar that is a superset of all valid URI, such that an implementation can parse the common components of a URI reference without knowing the scheme-specific requirements of every possible identifier type. [STANDARDS-TRACK]",null,undefined,undefined,undefined,null,null,undefined,undefined,"[""URI-GEN"",""Characters"",""String"",""Absolute"",""Relative""]",undefined,40,null,null,undefined,undefined,undefined,true,"[""RFC3986""]",undefined,"[""RFC2732""]",undefined,undefined,undefined,null,undefined,undefined,undefined,false,undefined,Draft Standard,undefined,undefined,undefined,2396,undefined,undefined,undefined,true,undefined,undefined,undefined,2070-1721,"[""https://www.rfc-editor.org/errata/rfc2396"",""https://www.rfc-editor.org/errata_search.php?rfc=2396"",""https://www.rfc-editor.org/rfc/inline-errata/rfc2396.html""]",undefined,"[""RFC1808"",""RFC1738""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2401,IETF RFC 2401,Security Architecture for the Internet Protocol,Standard,undefined,https://www.rfc-editor.org/info/rfc2401,1998-11-01,IETF,https://datatracker.ietf.org/doc/html/rfc2401,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4301""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2437,IETF RFC 2437,PKCS #1: RSA Cryptography Specifications Version 2.0,Informational,undefined,https://www.rfc-editor.org/info/rfc2437,1998-10-01,IETF,https://datatracker.ietf.org/doc/html/rfc2437,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC3447""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2459,IETF RFC 2459,Internet X.509 Public Key Infrastructure Certificate and CRL Profile,Standard,undefined,https://www.rfc-editor.org/info/rfc2459,1999-01-01,IETF,https://datatracker.ietf.org/doc/html/rfc2459,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC3280""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2518,IETF RFC 2518, HTTP Extensions for Distributed Authoring -- WEBDAV,Standard,undefined,https://www.rfc-editor.org/info/rfc2518,1999-02-01,IETF,undefined,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4918""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2616,IETF RFC 2616,Hypertext Transfer Protocol -- HTTP/1.1,Standard,undefined,https://www.rfc-editor.org/info/rfc2616,1999-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc2616,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC7230"",""RFC7231"",""RFC7232"",""RFC7233"",""RFC7234"",""RFC7235""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2617,IETF RFC 2617,HTTP Authentication: Basic and Digest Access Authentication,Standard,undefined,https://www.rfc-editor.org/info/rfc2617,1999-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc2617,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC7235"",""RFC7615"",""RFC7616"",""RFC7617""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2646,IETF RFC 2646,The Text/Plain Format Parameter,Standard,undefined,https://www.rfc-editor.org/info/rfc2646,1999-08-01,IETF,https://datatracker.ietf.org/doc/html/rfc2646,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC3676""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2693,IETF RFC 2693,SPKI Certificate Theory,Experimental,undefined,https://www.rfc-editor.org/info/rfc2693,1999-09-01,IETF,https://datatracker.ietf.org/doc/html/rfc2693,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC2818,IETF RFC 2818,HTTP Over TLS,Informational,undefined,https://www.rfc-editor.org/info/rfc2818,2000-05-01,IETF,https://datatracker.ietf.org/doc/html/rfc2818,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC5785"",""RFC7230""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Burt Kaliski""]",RFC2898,IETF RFC 2898,PKCS #5: Password-Based Cryptography Specification Version 2.0,Informational,10.17487/RFC2898,https://doi.org/10.17487/RFC2898,2000-09-01,IETF,https://www.rfc-editor.org/info/rfc2898,false,undefined,"This document provides recommendations for the implementation of password-based cryptography, covering key derivation functions, encryption schemes, message-authentication schemes, and ASN.1 syntax identifying the techniques. This memo provides information for the Internet community.",null,undefined,undefined,undefined,null,null,undefined,undefined,"[""Public-key"",""Authentication"",""Encryption""]",undefined,34,null,null,undefined,undefined,undefined,true,"[""RFC8018""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,false,undefined,Informational,undefined,undefined,undefined,2898,undefined,undefined,undefined,true,undefined,undefined,undefined,2070-1721,"[""https://www.rfc-editor.org/errata/rfc2898"",""https://www.rfc-editor.org/errata_search.php?rfc=2898"",""https://www.rfc-editor.org/rfc/inline-errata/rfc2898.html""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Simon St.Laurent"",""Murata Makoto"",""Dan Kohn""]",RFC3023,IETF RFC 3023,XML Media Types,Standard,10.17487/RFC3023,https://doi.org/10.17487/RFC3023,2001-01-01,IETF,https://www.rfc-editor.org/info/rfc3023,false,undefined,"This document standardizes five new media types -- text/xml, application/xml, text/xml-external-parsed-entity, application/xml- external-parsed-entity, and application/xml-dtd -- for use in exchanging network entities that are related to the Extensible Markup Language (XML). This document also standardizes a convention (using the suffix '+xml') for naming media types outside of these five types when those media types represent XML MIME (Multipurpose Internet Mail Extensions) entities. [STANDARDS-TRACK]",null,undefined,undefined,undefined,null,null,undefined,undefined,"[""XML"",""Extensible Markup Language"",""Web"",""Authority"",""HTTP"",""Hypertext Transfer Protocol"",""Media Type""]",undefined,39,null,null,undefined,undefined,undefined,true,"[""RFC7303""]",undefined,"[""RFC6839""]",undefined,undefined,undefined,null,undefined,undefined,undefined,false,undefined,Proposed Standard,undefined,undefined,undefined,3023,undefined,undefined,undefined,true,undefined,undefined,undefined,2070-1721,"[""https://www.rfc-editor.org/errata/rfc3023"",""https://www.rfc-editor.org/errata_search.php?rfc=3023"",""https://www.rfc-editor.org/rfc/inline-errata/rfc3023.html""]","[""RFC2376""]","[""RFC2048""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3061,IETF RFC 3061,A URN Namespace of Object Identifiers,Best Practice,undefined,https://www.rfc-editor.org/rfc/inline-errata/rfc3061.html,2001-02-01,IETF,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3066,IETF RFC 3066,Tags for the Identification of Languages,Best Practice,undefined,https://www.rfc-editor.org/info/rfc3066,2001-01-01,IETF,https://datatracker.ietf.org/doc/html/rfc3066,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC4646"",""RFC4647""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3174,IETF RFC 3174,US Secure Hash Algorithm 1 (SHA1),Informational,undefined,https://www.rfc-editor.org/info/rfc3174,2001-09-01,IETF,https://datatracker.ietf.org/doc/html/rfc3174,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,"[""SHA-1""]",undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC4634"",""RFC6234""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3268,IETF RFC 3268,Advanced Encryption Standard (AES) Ciphersuites for Transport Layer Security (TLS),Standard,undefined,https://www.rfc-editor.org/info/rfc3268,2002-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc3268,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5246""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3275,IETF RFC 3275,(Extensible Markup Language) XML-Signature Syntax and Processing,Standard,undefined,https://www.rfc-editor.org/info/rfc3275,2002-03-01,IETF,https://datatracker.ietf.org/doc/html/rfc3275,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3280,IETF RFC 3280,Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile,Standard,undefined,https://www.rfc-editor.org/info/rfc3280,2002-04-01,IETF,https://datatracker.ietf.org/doc/html/rfc3280,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC5280""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3302,IETF RFC 2302,Tag Image File Format (TIFF) - image/tiff MIME Sub-type Registration,Draft Standard,undefined,https://www.rfc-editor.org/info/rfc3302,2002-09-01,IETF,undefined,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3339,IETF RFC 3339,Date and Time on the Internet: Timestamps,Standard,undefined,https://www.rfc-editor.org/info/rfc3339,2002-07-01,IETF,https://datatracker.ietf.org/doc/html/rfc3339,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3406,IETF RFC 3406,Uniform Resource Names (URN) Namespace Definition Mechanisms,Best Practice,undefined,https://www.rfc-editor.org/info/rfc3406,2002-10-01,IETF,https://datatracker.ietf.org/doc/html/rfc3406,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC8141""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3447,IETF RFC 3447,Public-Key Cryptography Standards (PKCS) #1: RSA Cryptography Specifications Version 2.1,Informational,undefined,https://www.rfc-editor.org/info/rfc3447,2013-02-01,IETF,https://datatracker.ietf.org/doc/html/rfc3447,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC8017""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3629,IETF RFC 3629,"UTF-8, a transformation format of ISO 10646",Standard,undefined,https://www.rfc-editor.org/info/rfc3629,2003-11-01,IETF,https://datatracker.ietf.org/doc/html/rfc3629,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3676,IETF RFC 3676,The Text/Plain Format and DelSp Parameters,Standard,undefined,https://www.rfc-editor.org/info/rfc3676,2004-02-01,IETF,https://datatracker.ietf.org/doc/html/rfc3676,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3798,IETF RFC 3798,Message Disposition Notification,Standard,undefined,https://www.rfc-editor.org/info/rfc3798,2004-05-01,IETF,https://datatracker.ietf.org/doc/html/rfc3798,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC8098""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC3986,IETF RFC 3986,Uniform Resource Identifier (URI): Generic Syntax,Standard,undefined,https://www.rfc-editor.org/info/rfc3986,2005-01-01,IETF,https://datatracker.ietf.org/doc/html/rfc3986,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC6874"",""RFC7320"",""RFC8820""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4051,IETF RFC 4051,Additional XML Security Uniform Resource Identifiers (URIs),Standard,undefined,https://www.rfc-editor.org/info/rfc4051,2005-04-01,IETF,https://datatracker.ietf.org/doc/html/rfc4051,false,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,true,"[""RFC6931""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4055,IETF RFC 4055,Additional Algorithms and Identifiers for RSA Cryptography for use in the Internet X.509 Public Key Infrastructure Certificate and Certificate Revocation List (CRL) Profile,Standard,undefined,https://www.rfc-editor.org/info/rfc4055,2005-06-01,IETF,https://datatracker.ietf.org/doc/html/rfc4055,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,true,"[""RFC5756""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,RFC4122,IETF RFC 4122,A Universally Unique IDentifier (UUID) URN Namespace,Standard,undefined,https://www.rfc-editor.org/info/rfc4122,2005-07-01,IETF,https://datatracker.ietf.org/doc/html/rfc4122,true,undefined,undefined,null,undefined,undefined,undefined,null,null,null,undefined,undefined,undefined,undefined,null,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
